Date,S&P500,AAL,ALGT,ALk,DAL,HA,LUV,BCS,CS,DB,GS,MS,WFC,BHC,JNJ,MRK,PFE,RHHBY,UNH,AAPL,AMZN,GOOG,IBM,MSFT,FB
2010-10-01,0.01894335046768758,0.09711767767362439,0.0214937883834459,0.009337621515179917,0.09533073929961088,0.038570418233729975,0.09484221081027808,0.8546379007370518,0.8924017595566993,0.824502713721041,0.3231365651384504,0.27196562835660587,0.06981562372847072,0.06787134658708244,0.04179867357172573,0.10911134150373314,0.029401970283930212,0.008918021201413495,0.0051078479510394265,0.0011154600393234876,0.0002012798910915256,0.01694363201456281,0.3376848713037327,0.003222083370733944,0.0
2010-10-04,0.01523206601961502,0.09399669370301644,0.013080943189723637,0.0058959604129081855,0.08648744251857092,0.03485491922956334,0.09280624206300914,0.8483426577334566,0.8845586069476727,0.8098083569371339,0.3170508803511039,0.2653061009667025,0.06566815819511895,0.06834377288997086,0.04098107516510352,0.10782582009237285,0.020046808551727135,0.00504795557799087,0.002036238059021145,0.0,0.000698551403771723,0.015851671927322036,0.33446253815768634,0.000961820740642022,0.0
2010-10-05,0.02479036485291425,0.09601615391929219,0.015697122594057755,0.006714060183120318,0.09214715245843651,0.03662420446964268,0.09619952330845735,0.8889754543704632,0.915686109452964,0.8482140379069413,0.33320770860802634,0.28163263157894747,0.08571426464779419,0.07003661182789153,0.052529374171148335,0.1158605297811175,0.03107253487896644,0.022715766447921948,0.0038653976099417703,0.002961130558016195,0.0023206102590528355,0.021154479127089204,0.35437498862885286,0.0030778157900792497,0.0
2010-10-06,0.02447604110097379,0.09601615391929219,0.014927670435202406,0.006403746477177785,0.0912628227803325,0.038747346757737916,0.09484221081027808,0.8758126509652461,0.9227939633676334,0.8597357631974467,0.34004737332842,0.2796992266380237,0.08686631536558331,0.0715719923912126,0.05671946125291072,0.11569980344850384,0.032074873635988266,0.0286050816086153,0.0,0.003033014186391028,0.0007015098873652398,0.01985884030750501,0.3558621570257544,0.0034625421627041963,0.0
2010-10-07,0.023706414964360656,0.0961997412116809,0.013645224521525223,5.642067380776106e-05,0.0910859568447117,0.04193206018988077,0.09382422643664362,0.8328907710171564,0.9286763278244032,0.8497168541408496,0.3415015147995902,0.2730397422126746,0.07995389585147228,0.07121767167983303,0.056821678938256515,0.11087899370467647,0.03608419525278339,0.027090694935217985,0.001345984418271523,0.003041635391988956,0.0009590296783802549,0.018409582864309715,0.36313312254152896,0.003943454937565025,0.0
2010-10-08,0.026563416947526397,0.09307875724107292,0.0037960296449171538,0.004823967610561225,0.08454191722674213,0.04193206018988077,0.09653885143300217,0.8454811949306723,0.9115194252176355,0.8468781856993465,0.34984922555582826,0.2784103114930183,0.07880184513368316,0.07216251641190378,0.056923865964428444,0.11409289364959363,0.038757098604841445,0.03365303718660617,0.0013804900252445546,0.004435952391464867,0.0007459120049620183,0.02052668785001102,0.3642072776564186,0.0041358133147978565,0.0
2010-10-11,0.02663188942813577,0.09179364619435199,0.0,0.001523358192808827,0.08171206225680934,0.04122434609384902,0.09348489831209877,0.8431920495259148,0.9205880672845614,0.8418687749201378,0.3473718075238342,0.27475832438238457,0.07188937953662167,0.07342230938799812,0.05763923646598035,0.11328943875013853,0.03608419525278339,0.029446407538280317,0.0024158791144963943,0.00480681717606575,0.0,0.0213581786407194,0.3708998163645466,0.00423199490795409,0.0
2010-10-12,0.028425109880314825,0.10189094727573073,0.0018467272454788242,0.0023696682999248264,0.08489564909798371,0.045470630670039466,0.09569053112164014,0.8391860140207515,0.9240194528255328,0.8375272377458186,0.3635825457310406,0.29151450053705696,0.07949306634776654,0.07625683964735733,0.05753705965953293,0.10975413434825221,0.0394253578541478,0.021874474171293956,0.003692835062567096,0.005721027204974957,0.0010211865454907779,0.022209697228959685,0.37246969152426546,0.00538617402582893,0.0
2010-10-13,0.03178178382887209,0.10648062958544832,0.007489479006091093,0.0029902957118098927,0.0877255040679165,0.046178344766071217,0.09535120299709532,0.8248787000068304,0.9355390989063457,0.8677508589433797,0.36099739396822944,0.2917293447905478,0.07557599252479252,0.07617811046005754,0.0605007900102601,0.1181102484939659,0.047778180829329164,0.030287733467945444,0.004728210346815143,0.006181009979468091,0.0006334319091186799,0.022847513130629216,0.37676605584899325,0.00783880465131298,0.0
2010-10-14,0.030053100912014796,0.1061134550006709,0.009079717068834453,0.0025389303213480263,0.08542624690484611,0.04493984509801567,0.09348489831209877,0.7859628555639037,0.9257351581450624,0.8640772303732221,0.34408658039265066,0.2809882062298603,0.05046078457282921,0.07393410422138949,0.06213594594460625,0.11794958643902986,0.04543939039627831,0.035672185764765385,0.006315782331411182,0.006804852008070766,0.0007399908938259814,0.02205609938663536,0.38610262483172975,0.007309805888953677,0.0
