Date,Open,High,Low,Close,Adj Close,Volume
01-10-2010,264.010437,264.319275,260.523499,261.828613,261.828613,4466600
04-10-2010,261.494843,263.138702,258.456238,260.199707,260.199707,3895400
05-10-2010,263.203461,268.99176,262.29187,268.110046,268.110046,7040400
06-10-2010,268.623138,268.966858,263.98053,266.177307,266.177307,5545200
07-10-2010,267.103821,267.596985,263.582031,264.015411,264.015411,4809400
08-10-2010,265.390259,267.796234,262.82486,267.173553,267.173553,5739800
11-10-2010,268.234589,271.283173,267.582031,268.41391,268.41391,5272200
12-10-2010,269.051514,271.975555,267.890869,269.684143,269.684143,7535300
13-10-2010,272.478668,272.722778,270.152405,270.63559,270.63559,6134000
14-10-2010,271.073944,271.606964,267.552155,269.455017,269.455017,13317800
15-10-2010,298.516083,299.696655,294.695404,299.60202,299.60202,29760600
18-10-2010,299.153687,308.687958,299.153687,307.70166,307.70166,14249500
19-10-2010,303.288208,306.262054,300.304382,302.780121,302.780121,9210100
20-10-2010,302.93454,307.537262,302.615723,302.854828,302.854828,7076500
21-10-2010,304.61322,306.849854,301.86853,304.852325,304.852325,5862800
22-10-2010,304.817474,306.262054,303.885956,305.121338,305.121338,4529100
25-10-2010,306.64563,311.203522,306.336761,307.098907,307.098907,6340400
26-10-2010,305.405273,309.455078,304.374146,308.144989,308.144989,5044600
27-10-2010,306.735291,308.842377,305.021698,307.083984,307.083984,4500500
28-10-2010,308.867279,309.340515,305.504883,308.13504,308.13504,4384900
29-10-2010,307.382843,308.344238,305.350464,305.704132,305.704132,4573600
01-11-2010,306.715363,309.171143,304.463806,306.351715,306.351715,6197200
02-11-2010,308.179871,308.842377,306.142517,306.650604,306.650604,4010000
03-11-2010,307.597046,309.753967,305.604523,308.932037,308.932037,6786200
04-11-2010,311.153717,313.783875,309.888458,310.969421,310.969421,7168300
05-11-2010,310.426453,311.577118,309.395325,311.372894,311.372894,3544600
08-11-2010,310.844879,313.569672,310.40155,312.214752,312.214752,4218300
09-11-2010,313.8237,314.247131,309.096436,311.243378,311.243378,4491000
10-11-2010,309.87851,310.336792,307.60202,310.277008,310.277008,5012600
11-11-2010,308.692932,308.76767,305.958191,307.442627,307.442627,4540100
12-11-2010,305.848602,307.298157,299.482452,300.518585,300.518585,6811300
15-11-2010,300.413971,300.872253,295.915833,296.623169,296.623169,6983800
16-11-2010,295.273254,297.828674,290.63562,290.770111,290.770111,6639500
17-11-2010,291.407745,293.649323,289.599518,290.685425,290.685425,4903200
18-11-2010,293.400269,298.869751,293.181091,297.166138,297.166138,5199300
19-11-2010,297.385315,297.828674,294.067749,294.311859,294.311859,4612100
22-11-2010,292.638123,295.611969,290.286926,294.506104,294.506104,4389500
23-11-2010,292.408966,293.405243,288.020416,290.416443,290.416443,4341300
24-11-2010,292.558411,297.186066,292.428894,296.374115,296.374115,4810600
26-11-2010,294.127533,295.382843,292.403992,293.898407,293.898407,2632000
