Date,Open,High,Low,Close,Adj Close,Volume
01-10-2010,10.219643,10.235,10.048214,10.09,8.719163,448142800
04-10-2010,10.057143,10.103572,9.920357,9.951428,8.599421,435302000
05-10-2010,10.071428,10.3375,10.065,10.319285,8.917298,501967200
06-10-2010,10.3425,10.428214,10.187857,10.328215,8.925013,670868800
07-10-2010,10.369286,10.374286,10.246786,10.329286,8.925941,408399600
08-10-2010,10.418214,10.517858,10.357142,10.5025,9.075621,658403200
11-10-2010,10.526428,10.615714,10.521428,10.548572,9.115436,427753200
12-10-2010,10.550357,10.696428,10.446072,10.662143,9.213575,558544000
13-10-2010,10.721429,10.784286,10.707143,10.719286,9.262955,630092400
14-10-2010,10.774643,10.8025,10.728572,10.796785,9.329926,435296400
15-10-2010,10.98,11.25,10.889643,11.240714,9.71354,922194000
18-10-2010,11.373929,11.392858,11.224643,11.357142,9.814152,1093010800
19-10-2010,10.835714,11.206072,10.715,11.053214,9.551516,1232784000
20-10-2010,11.035714,11.223214,10.959642,11.090357,9.583611,721624400
21-10-2010,11.155714,11.240714,10.957143,11.054286,9.552444,551460000
22-10-2010,11.038215,11.072857,10.939285,10.981071,9.489175,372778000
25-10-2010,11.038929,11.128572,11.015715,11.03,9.531454,392462000
26-10-2010,10.959642,11.062143,10.916072,11.001785,9.507076,392929600
27-10-2010,10.9875,11.067857,10.914286,10.993929,9.500285,399002800
28-10-2010,10.998215,11,10.746428,10.901428,9.42035,551051200
29-10-2010,10.865357,10.924286,10.745358,10.749286,9.288879,430511200
01-11-2010,10.793571,10.914286,10.792857,10.863571,9.387636,423889200
02-11-2010,10.964286,11.078215,10.964286,11.048572,9.547504,433930000
03-11-2010,11.120358,11.174286,11.018929,11.171429,9.653669,508348400
04-11-2010,11.266071,11.435,11.251071,11.366786,9.822487,642488000
05-11-2010,11.356786,11.413215,11.3125,11.326072,9.787304,361253200
08-11-2010,11.328571,11.420357,11.312857,11.379286,9.833287,281758400
09-11-2010,11.466071,11.475,11.232142,11.288571,9.754896,383544000
10-11-2010,11.308572,11.384643,11.198215,11.358214,9.81508,384227200
11-11-2010,11.25,11.371428,11.223214,11.308928,9.772487,361284000
12-11-2010,11.285714,11.303572,10.843928,11.001071,9.506455,795846800
15-11-2010,11.016429,11.090714,10.938214,10.965714,9.475905,403606000
16-11-2010,10.918571,10.985714,10.69,10.771071,9.307703,657650000
17-11-2010,10.757143,10.856786,10.634286,10.732142,9.274068,479449600
18-11-2010,10.9,11.059643,10.881785,11.015357,9.5188,494491200
19-11-2010,10.998929,11.014286,10.901428,10.954643,9.466335,384843200
22-11-2010,10.952857,11.191428,10.923928,11.191428,9.670953,393075200
23-11-2010,11.0875,11.133928,10.948571,11.026072,9.528057,519447600
