Date,Open,High,Low,Close,Adj Close,Volume
04-01-2010,170.050003,174.25,169.509995,173.080002,147.920776,9135000
05-01-2010,173,176.259995,172.570007,176.139999,150.535919,11659400
06-01-2010,175.380005,175.380005,173.759995,174.259995,148.929138,7381100
07-01-2010,174.320007,178.75,173.949997,177.669998,151.843475,8727400
08-01-2010,176.330002,177.429993,173.949997,174.309998,148.971909,7268100
11-01-2010,175.059998,175.059998,170.520004,171.559998,146.621704,7704900
12-01-2010,170.009995,170.479996,167.029999,167.820007,143.425323,10360100
13-01-2010,168.009995,169.669998,166.119995,169.070007,144.493607,11269500
14-01-2010,168,170.720001,167.210007,168.529999,144.03212,10521400
15-01-2010,167.600006,167.800003,164.580002,165.210007,141.194717,10896300
19-01-2010,165.009995,167.399994,163.899994,166.860001,142.604843,7705300
20-01-2010,165.800003,168.179993,164.320007,167.789993,143.399673,8893900
21-01-2010,169.289993,171,156.770004,160.869995,137.485611,51738300
22-01-2010,158.690002,159.75,152.25,154.119995,131.716766,30175600
25-01-2010,156.130005,158.300003,154.5,154.979996,132.451752,17877000
26-01-2010,154.910004,156.5,150.699997,150.880005,128.947754,15985900
27-01-2010,150.75,152.929993,148.270004,151.5,129.4776,19899000
28-01-2010,154.229996,155.199997,149.949997,153.289993,131.007477,16160700
29-01-2010,154.440002,154.880005,147.809998,148.720001,127.101753,18502800
01-02-2010,149.820007,155.25,149.210007,153.130005,130.870697,12980800
02-02-2010,153.649994,157.5,153.649994,156.940002,134.126846,17246600
03-02-2010,157.919998,159.940002,157.110001,157.229996,134.374695,16785200
04-02-2010,155.270004,156.059998,150.449997,150.679993,128.776871,18895000
05-02-2010,150.820007,154.460007,148.869995,154.160004,131.750992,18759200
08-02-2010,154.270004,154.600006,150.820007,151.100006,129.135773,10257300
09-02-2010,152.699997,153.529999,149.649994,152.490005,130.32373,14017300
10-02-2010,152.770004,155.350006,151.759995,153.630005,131.298019,10555300
11-02-2010,154.399994,155.320007,152.25,154.050003,131.656967,11163400
12-02-2010,152.369995,154.5,151.139999,153.929993,131.554352,10293200
16-02-2010,155.300003,157.740005,154.600006,157.399994,134.520004,11497100
17-02-2010,158,158.190002,155.809998,157.259995,134.40036,10070000
18-02-2010,155.610001,156.589996,154.880005,155.729996,133.092758,10991100
19-02-2010,154.509995,157,154.490005,156.179993,133.477341,8693000
22-02-2010,157.199997,157.970001,156.029999,156.710007,133.930313,7375500
23-02-2010,156.809998,160.210007,155.910004,156.699997,133.921768,15696000
24-02-2010,157.339996,159.25,156.869995,158.330002,135.314804,8361500
25-02-2010,156.229996,156.440002,154.320007,156.440002,133.69957,10519900
26-02-2010,156.259995,156.990005,155.259995,156.350006,133.922226,7812700
01-03-2010,156.509995,158.289993,156.169998,156.539993,134.084961,6522800
02-03-2010,157.179993,159.75,156.910004,158.75,135.977982,11986400
03-03-2010,159.039993,159.449997,157.229996,157.720001,135.095734,10006000
04-03-2010,158.25,163.850006,158.110001,163.610001,140.140823,15439500
05-03-2010,165.110001,168.25,165,167.179993,143.198746,12226700
08-03-2010,167.880005,170.690002,167.460007,169.839996,145.477173,9344500
09-03-2010,169.220001,172.199997,168,168.850006,144.629196,12958700
10-03-2010,170.259995,172.339996,168.869995,171.940002,147.275955,13107200
11-03-2010,171.399994,173.570007,171.100006,173.509995,148.620743,8910600
12-03-2010,175.009995,176.339996,174,174.960007,149.862732,10216900
15-03-2010,173.949997,175.199997,170.380005,173.529999,148.637802,13958600
16-03-2010,174.330002,176.419998,173.559998,176.190002,150.916245,11687700
17-03-2010,176.860001,177.880005,175.570007,176.639999,151.301758,10138600
18-03-2010,176.199997,177.75,175.660004,177.449997,151.995514,6883500
19-03-2010,177.899994,178.210007,175.949997,177.899994,152.380966,10896600
22-03-2010,176.210007,176.949997,175.229996,176.160004,150.890579,7320400
23-03-2010,176.25,176.809998,173.289993,174.830002,149.751358,10804800
24-03-2010,173.639999,175.960007,173.639999,174.410004,149.391571,8396100
25-03-2010,175.240005,178.729996,174.779999,174.899994,149.811295,9534300
26-03-2010,175.380005,175.479996,171.910004,172.869995,148.072525,11811500
29-03-2010,173.869995,174.429993,171.639999,174.050003,149.083298,11785600
30-03-2010,174.259995,174.779999,170.699997,171.380005,146.796234,8184600
31-03-2010,170,171.660004,169.850006,170.630005,146.153854,8243200
01-04-2010,171.720001,172,169.5,170.220001,145.802643,6480600
05-04-2010,170.679993,173.369995,169.770004,173.160004,148.320847,6135000
06-04-2010,172.610001,173.889999,172.149994,172.899994,148.098251,7743600
07-04-2010,172.889999,177.899994,172.809998,176.360001,151.06192,13887200
08-04-2010,176.100006,180.800003,175.279999,179.5,153.75148,10668800
09-04-2010,180.279999,181,177.5,179.119995,153.425934,8462000
12-04-2010,179.360001,180.380005,177.839996,177.839996,152.329559,6040800
13-04-2010,177.559998,180,177.110001,179.25,153.537354,6466400
14-04-2010,183.910004,185.940002,183.070007,184.919998,158.393982,12556400
15-04-2010,185.539993,185.600006,183.660004,184.270004,157.837204,7838700
16-04-2010,183.619995,186.410004,155.550003,160.699997,137.648239,102043700
19-04-2010,155.600006,163.729996,155,163.320007,139.892441,54299200
20-04-2010,166.440002,166.710007,158,159.979996,137.031555,42196600
21-04-2010,161.669998,163.139999,157,158.929993,136.132202,30371000
22-04-2010,157.929993,162,156.289993,159.050003,136.23494,24823000
23-04-2010,160.190002,160.720001,157,157.399994,134.82164,14916000
26-04-2010,156.720001,156.990005,151.520004,152.029999,130.221924,30940700
27-04-2010,150.25,156.190002,150.149994,153.039993,131.087021,34516800
28-04-2010,156.660004,157.649994,154.690002,157.009995,134.487625,21226100
29-04-2010,159.550003,161.050003,158.339996,160.240005,137.254272,18464300
30-04-2010,151.899994,152.5,143.300003,145.199997,124.371628,73187900
03-05-2010,147.839996,150.649994,146.539993,149.5,128.054825,28282700
04-05-2010,149.029999,152.350006,147.830002,149.449997,128.01207,30313400
05-05-2010,148.100006,151.220001,147.199997,148.190002,126.932762,18355200
06-05-2010,147.479996,148.630005,139.059998,142.320007,121.904831,22984700
07-05-2010,145.380005,146.550003,141.5,142.990005,122.478691,21268500
